theta_rad;theta_deg;pressure_exp_kPa;pressure_sim_kPa;temperature_K;heat_loss_J;burned_fraction;dQ_dtheta_kJ_per_rad
0.558505361;32.000000;2800.700000;2715.897723;1187.925361;33.653681;0.988382931;0.150692099
0.567232007;32.500000;2733.400000;2651.923438;1180.578152;33.958431;0.989631386;0.135668664
0.575958653;33.000000;2667.200000;2589.561739;1173.222176;34.256020;0.990754753;0.122005955
0.584685299;33.500000;2605.500000;2528.798308;1165.868030;34.546610;0.991764439;0.109597378
0.593411946;34.000000;2550.100000;2469.615231;1158.525317;34.830369;0.992670944;0.098342676
0.602138592;34.500000;2494.900000;2411.991517;1151.202719;35.107463;0.993483925;0.088147810
0.610865238;35.000000;2442.700000;2355.903520;1143.908050;35.378056;0.994212240;0.078924790
0.619591884;35.500000;2391.900000;2301.325369;1136.648326;35.642314;0.994864010;0.070591491
0.628318531;36.000000;2339.100000;2248.229328;1129.429815;35.900401;0.995446659;0.063071442
0.637045177;36.500000;2285.300000;2196.586158;1122.258102;36.152479;0.995966972;0.056293598
0.645771823;37.000000;2231.000000;2146.365381;1115.138133;36.398706;0.996431135;0.050192094
0.654498469;37.500000;2181.200000;2097.535571;1108.074271;36.639240;0.996844779;0.044705996
0.663225116;38.000000;2135.100000;2050.064585;1101.070342;36.874236;0.997213028;0.039779046
0.671951762;38.500000;2092.900000;2003.919794;1094.129678;37.103845;0.997540530;0.035359408
0.680678408;39.000000;2049.500000;1959.068239;1087.255160;37.328216;0.997831503;0.031399402
0.689405055;39.500000;2004.100000;1915.476818;1080.449257;37.547494;0.998089762;0.027855262
0.698131701;40.000000;1958.400000;1873.112442;1073.714065;37.761821;0.998318761;0.024686876
0.706858347;40.500000;1914.900000;1831.942128;1067.051337;37.971336;0.998521616;0.021857554
0.715584993;41.000000;1871.100000;1791.933134;1060.462515;38.176174;0.998701136;0.019333786
0.724311640;41.500000;1830.400000;1753.053041;1053.948762;38.376467;0.998859854;0.017085020
0.733038286;42.000000;1793.000000;1715.269851;1047.510991;38.572343;0.999000045;0.015083444
0.741764932;42.500000;1757.700000;1678.552029;1041.149883;38.763927;0.999123755;0.013303784
0.750491578;43.000000;1721.500000;1642.868580;1034.865916;38.951340;0.999232818;0.011723103
0.759218225;43.500000;1686.100000;1608.189081;1028.659381;39.134701;0.999328880;0.010320617
0.767944871;44.000000;1648.700000;1574.483743;1022.530411;39.314124;0.999413410;0.009077523
0.776671517;44.500000;1613.400000;1541.723416;1016.478987;39.489720;0.999487726;0.007976836
0.785398163;45.000000;1579.600000;1509.879625;1010.504962;39.661597;0.999553002;0.007003228
0.794124810;45.500000;1548.800000;1478.924583;1004.608074;39.829860;0.999610285;0.006142893
0.802851456;46.000000;1518.800000;1448.831218;998.787958;39.994610;0.999660509;0.005383409
0.811578102;46.500000;1489.600000;1419.573158;993.044161;40.155946;0.999704504;0.004713617
0.820304748;47.000000;1460.100000;1391.124750;987.376149;40.313963;0.999743009;0.004123501
0.829031395;47.500000;1430.800000;1363.461052;981.783323;40.468755;0.999776678;0.003604089
0.837758041;48.000000;1403.600000;1336.557846;976.265022;40.620409;0.999806094;0.003147349
0.846484687;48.500000;1376.400000;1310.391609;970.820536;40.769014;0.999831771;0.002746102
0.855211333;49.000000;1349.000000;1284.939521;965.449111;40.914653;0.999854165;0.002393939
0.863937980;49.500000;1323.600000;1260.179451;960.149954;41.057408;0.999873679;0.002085147
0.872664626;50.000000;1300.300000;1236.089953;954.922244;41.197357;0.999890669;0.001814637
0.881391272;50.500000;1276.500000;1212.650238;949.765134;41.334578;0.999905449;0.001577882
0.890117919;51.000000;1253.100000;1189.840173;944.677755;41.469144;0.999918295;0.001370859
0.898844565;51.500000;1229.900000;1167.640269;939.659222;41.601126;0.999929451;0.001190001
0.907571211;52.000000;1206.800000;1146.031654;934.708638;41.730595;0.999939131;0.001032143
0.916297857;52.500000;1183.300000;1124.996066;929.825097;41.857617;0.999947524;0.000894484
0.925024504;53.000000;1162.200000;1104.515834;925.007684;41.982257;0.999954795;0.000774546
0.933751150;53.500000;1141.900000;1084.573870;920.255484;42.104579;0.999961088;0.000670142
0.942477796;54.000000;1122.100000;1065.153641;915.567580;42.224644;0.999966530;0.000579338
0.951204442;54.500000;1102.400000;1046.239156;910.943053;42.342510;0.999971234;0.000500432
0.959931089;55.000000;1083.500000;1027.814955;906.380989;42.458235;0.999975295;0.000431925
0.968657735;55.500000;1064.100000;1009.866093;901.880479;42.571875;0.999978798;0.000372498
0.977384381;56.000000;1045.000000;992.378116;897.440618;42.683483;0.999981819;0.000320991
0.986111027;56.500000;1026.000000;975.337053;893.060506;42.793112;0.999984421;0.000276387
0.994837674;57.000000;1008.700000;958.729396;888.739255;42.900812;0.999986660;0.000237793
1.003564320;57.500000;990.700000;942.542093;884.475982;43.006631;0.999988586;0.000204428
1.012290966;58.000000;974.800000;926.762521;880.269816;43.110618;0.999990241;0.000175607
1.021017612;58.500000;958.800000;911.378480;876.119894;43.212818;0.999991663;0.000150732
1.029744259;59.000000;943.400000;896.378174;872.025364;43.313276;0.999992882;0.000129281
1.038470905;59.500000;927.400000;881.750207;867.985385;43.412035;0.999993928;0.000110797
1.047197551;60.000000;912.200000;867.483555;863.999129;43.509137;0.999994823;0.000094883
1.055924197;60.500000;897.000000;853.567564;860.065778;43.604622;0.999995590;0.000081193
1.064650844;61.000000;882.500000;839.991932;856.184524;43.698531;0.999996246;0.000069426
1.073377490;61.500000;868.100000;826.746702;852.354576;43.790901;0.999996807;0.000059319
1.082104136;62.000000;854.300000;813.822245;848.575149;43.881769;0.999997286;0.000050646
1.090830782;62.500000;841.900000;801.209248;844.845476;43.971171;0.999997694;0.000043208
1.099557429;63.000000;829.700000;788.898706;841.164798;44.059143;0.999998043;0.000036835
1.108284075;63.500000;817.400000;776.881916;837.532370;44.145718;0.999998340;0.000031379
1.117010721;64.000000;804.300000;765.150453;833.947460;44.230930;0.999998593;0.000026711
1.125737368;64.500000;792.700000;753.696170;830.409346;44.314809;0.999998808;0.000022721
1.134464014;65.000000;780.900000;742.511191;826.917320;44.397388;0.999998991;0.000019313
1.143190660;65.500000;769.800000;731.587892;823.470684;44.478695;0.999999147;0.000016404
1.151917306;66.000000;758.200000;720.918897;820.068754;44.558762;0.999999279;0.000013923
1.160643953;66.500000;748.200000;710.497069;816.710857;44.637615;0.999999391;0.000011809
1.169370599;67.000000;737.100000;700.315506;813.396331;44.715283;0.999999486;0.000010009
1.178097245;67.500000;727.500000;690.367522;810.124526;44.791792;0.999999566;0.000008477
1.186823891;68.000000;716.800000;680.646649;806.894803;44.867168;0.999999634;0.000007174
1.195550538;68.500000;707.100000;671.146626;803.706535;44.941438;0.999999692;0.000006067
1.204277184;69.000000;697.500000;661.861392;800.559105;45.014625;0.999999741;0.000005128
1.213003830;69.500000;686.900000;652.785077;797.451907;45.086754;0.999999782;0.000004331
1.221730476;70.000000;677.600000;643.912000;794.384348;45.157847;0.999999817;0.000003655
1.230457123;70.500000;667.600000;635.236656;791.355840;45.227928;0.999999846;0.000003082
1.239183769;71.000000;659.700000;626.753717;788.365812;45.297018;0.999999871;0.000002598
1.247910415;71.500000;651.600000;618.458020;785.413699;45.365140;0.999999891;0.000002188
1.256637061;72.000000;642.900000;610.344563;782.498946;45.432313;0.999999909;0.000001841
1.265363708;72.500000;633.800000;602.408499;779.621010;45.498558;0.999999924;0.000001548
1.274090354;73.000000;625.500000;594.645137;776.779355;45.563895;0.999999936;0.000001301
1.282817000;73.500000;616.900000;587.049924;773.973458;45.628343;0.999999947;0.000001093
1.291543646;74.000000;609.400000;579.618453;771.202802;45.691922;0.999999955;0.000000917
1.300270293;74.500000;601.200000;572.346446;768.466879;45.754648;0.999999963;0.000000769
1.308996939;75.000000;593.500000;565.229763;765.765193;45.816540;0.999999969;0.000000645
1.317723585;75.500000;586.500000;558.264386;763.097255;45.877615;0.999999974;0.000000540
1.326450232;76.000000;579.200000;551.446418;760.462584;45.937890;0.999999978;0.000000452
1.335176878;76.500000;572.200000;544.772085;757.860707;45.997382;0.999999982;0.000000378
1.343903524;77.000000;566.100000;538.237721;755.291163;46.056106;0.999999985;0.000000316
1.352630170;77.500000;559.400000;531.839773;752.753494;46.114078;0.999999987;0.000000264
1.361356817;78.000000;552.500000;525.574793;750.247253;46.171313;0.999999990;0.000000220
1.370083463;78.500000;546.200000;519.439438;747.772001;46.227826;0.999999991;0.000000184
1.378810109;79.000000;540.300000;513.430461;745.327305;46.283631;0.999999993;0.000000153
1.387536755;79.500000;534.400000;507.544714;742.912742;46.338743;0.999999994;0.000000128
1.396263402;80.000000;528.500000;501.779139;740.527892;46.393175;0.999999995;0.000000106
1.404990048;80.500000;522.900000;496.130770;738.172348;46.446941;0.999999996;0.000000089
1.413716694;81.000000;518.000000;490.596727;735.845705;46.500053;0.999999997;0.000000074
1.422443340;81.500000;512.700000;485.174212;733.547568;46.552525;0.999999997;0.000000061
1.431169987;82.000000;507.500000;479.860510;731.277547;46.604369;0.999999998;0.000000051
1.439896633;82.500000;501.500000;474.652985;729.035261;46.655596;0.999999998;0.000000042
1.448623279;83.000000;495.800000;469.549076;726.820332;46.706219;0.999999998;0.000000035
1.457349925;83.500000;490.600000;464.546294;724.632392;46.756250;0.999999999;0.000000029
1.466076572;84.000000;485.900000;459.642221;722.471077;46.805699;0.999999999;0.000000024
1.474803218;84.500000;480.100000;454.834512;720.336030;46.854578;0.999999999;0.000000020
1.483529864;85.000000;475.300000;450.120885;718.226900;46.902897;0.999999999;0.000000016
1.492256510;85.500000;471.200000;445.499120;716.143342;46.950667;0.999999999;0.000000014
1.500983157;86.000000;466.800000;440.967065;714.085015;46.997898;0.999999999;0.000000011
1.509709803;86.500000;461.600000;436.522624;712.051588;47.044600;1.000000000;0.000000009
1.518436449;87.000000;456.800000;432.163761;710.042732;47.090783;1.000000000;0.000000008
1.527163095;87.500000;451.900000;427.888496;708.058123;47.136457;1.000000000;0.000000006
1.535889742;88.000000;447.500000;423.694904;706.097445;47.181630;1.000000000;0.000000005
1.544616388;88.500000;443.000000;419.581115;704.160385;47.226312;1.000000000;0.000000004
1.553343034;89.000000;438.700000;415.545306;702.246638;47.270512;1.000000000;0.000000004
1.562069681;89.500000;434.800000;411.585707;700.355900;47.314239;1.000000000;0.000000003
1.570796327;90.000000;430.500000;407.700596;698.487875;47.357501;1.000000000;0.000000002
1.579522973;90.500000;426.500000;403.888297;696.642272;47.400306;1.000000000;0.000000002
1.588249619;91.000000;422.400000;400.147180;694.818803;47.442663;1.000000000;0.000000002
1.596976266;91.500000;417.900000;396.475656;693.017184;47.484579;1.000000000;0.000000001
1.605702912;92.000000;414.400000;392.872184;691.237140;47.526063;1.000000000;0.000000001
1.614429558;92.500000;410.700000;389.335259;689.478395;47.567122;1.000000000;0.000000001
1.623156204;93.000000;407.300000;385.863420;687.740682;47.607763;1.000000000;0.000000001
1.631882851;93.500000;404.200000;382.455240;686.023734;47.647994;1.000000000;0.000000001
1.640609497;94.000000;401.100000;379.109335;684.327293;47.687822;1.000000000;0.000000000
1.649336143;94.500000;397.800000;375.824354;682.651100;47.727255;1.000000000;0.000000000
1.658062789;95.000000;394.800000;372.598983;680.994906;47.766297;1.000000000;0.000000000
1.666789436;95.500000;392.100000;369.431940;679.358460;47.804958;1.000000000;0.000000000
1.675516082;96.000000;389.100000;366.321980;677.741519;47.843242;1.000000000;0.000000000
1.684242728;96.500000;385.800000;363.267887;676.143843;47.881157;1.000000000;0.000000000
1.692969374;97.000000;383.000000;360.268477;674.565194;47.918709;1.000000000;0.000000000
1.701696021;97.500000;380.000000;357.322599;673.005340;47.955904;1.000000000;0.000000000
1.710422667;98.000000;377.400000;354.429128;671.464053;47.992747;1.000000000;0.000000000
1.719149313;98.500000;374.800000;351.586969;669.941105;48.029246;1.000000000;0.000000000
1.727875959;99.000000;372.200000;348.795056;668.436276;48.065405;1.000000000;0.000000000
1.736602606;99.500000;369.600000;346.052349;666.949345;48.101231;1.000000000;0.000000000
1.745329252;100.000000;367.200000;343.357834;665.480099;48.136729;1.000000000;0.000000000
1.754055898;100.500000;364.400000;340.710522;664.028325;48.171904;1.000000000;0.000000000
1.762782545;101.000000;361.600000;338.109451;662.593815;48.206762;1.000000000;0.000000000
1.771509191;101.500000;358.700000;335.553681;661.176363;48.241308;1.000000000;0.000000000
1.780235837;102.000000;356.100000;333.042297;659.775767;48.275547;1.000000000;0.000000000
1.788962483;102.500000;353.500000;330.574404;658.391827;48.309484;1.000000000;0.000000000
1.797689130;103.000000;351.400000;328.149131;657.024348;48.343124;1.000000000;0.000000000
1.806415776;103.500000;349.100000;325.765630;655.673137;48.376473;1.000000000;0.000000000
1.815142422;104.000000;346.500000;323.423070;654.338003;48.409534;1.000000000;0.000000000
1.823869068;104.500000;343.700000;321.120643;653.018759;48.442312;1.000000000;0.000000000
1.832595715;105.000000;340.800000;318.857560;651.715220;48.474813;1.000000000;0.000000000
1.841322361;105.500000;338.500000;316.633052;650.427205;48.507039;1.000000000;0.000000000
1.850049007;106.000000;336.000000;314.446367;649.154535;48.538997;1.000000000;0.000000000
1.858775653;106.500000;334.100000;312.296772;647.897033;48.570690;1.000000000;0.000000000
1.867502300;107.000000;331.700000;310.183551;646.654527;48.602122;1.000000000;0.000000000
1.876228946;107.500000;329.400000;308.106007;645.426845;48.633298;1.000000000;0.000000000
1.884955592;108.000000;327.500000;306.063457;644.213819;48.664221;1.000000000;0.000000000
1.893682238;108.500000;325.500000;304.055235;643.015282;48.694896;1.000000000;0.000000000
1.902408885;109.000000;323.800000;302.080693;641.831072;48.725327;1.000000000;0.000000000
1.911135531;109.500000;322.300000;300.139196;640.661027;48.755517;1.000000000;0.000000000
1.919862177;110.000000;320.400000;298.230125;639.504990;48.785470;1.000000000;0.000000000
1.928588823;110.500000;318.300000;296.352874;638.362802;48.815190;1.000000000;0.000000000
1.937315470;111.000000;316.600000;294.506852;637.234312;48.844681;1.000000000;0.000000000
1.946042116;111.500000;315.000000;292.691484;636.119367;48.873946;1.000000000;0.000000000
1.954768762;112.000000;312.900000;290.906206;635.017817;48.902989;1.000000000;0.000000000
1.963495408;112.500000;311.500000;289.150467;633.929516;48.931813;1.000000000;0.000000000
1.972222055;113.000000;310.100000;287.423728;632.854318;48.960422;1.000000000;0.000000000
1.980948701;113.500000;308.800000;285.725466;631.792081;48.988818;1.000000000;0.000000000
1.989675347;114.000000;307.400000;284.055167;630.742665;49.017006;1.000000000;0.000000000
1.998401994;114.500000;306.400000;282.412330;629.705929;49.044989;1.000000000;0.000000000
